ID,Program Name,Link,Program Type,Project Name,Recipient Region (if applicable),MEA Award,Total Project Cost,Sector,Capacity,Capacity Units,Electricity Reduction (kWh),Technology,CO2 Emissions Reductions (metric tons),Date,Notes,Legislative District,Congressional District,County
BIO20130010,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,18.52,18.52,Residential,617.3,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130011,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,10.13,10.13,Residential,337.8,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130012,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,15.95,15.95,Residential,531.8,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130013,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,15.56,15.56,Residential,518.5,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130014,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,4.79,4.79,Residential,159.5,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130015,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,9.93,9.93,Residential,330.9,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130016,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,9.01,9.01,Residential,300.2,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130017,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,6.02,6.02,Residential,200.5,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130018,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,10.38,10.38,Residential,346.1,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130019,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,10.02,10.02,Residential,334,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130020,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,12.07,12.07,Residential,402.4,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130021,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,19.44,19.44,Residential,647.9,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130022,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,9.35,9.35,Residential,311.6,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130023,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,4.1,4.1,Residential,136.7,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130024,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,8.57,8.57,Residential,285.5,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130025,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,26.2,26.2,Residential,873.4,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130026,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,9.28,9.28,Residential,309.4,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130027,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,11.17,11.17,Residential,372.4,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130028,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,4.23,4.23,Residential,140.9,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130029,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,5.87,5.87,Residential,195.7,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130030,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,23.81,23.81,Residential,793.5,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130031,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,4.54,4.54,Residential,151.3,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130032,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,8.31,8.31,Residential,276.9,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130033,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,14.65,14.65,Residential,488.3,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130034,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,23.66,23.66,Residential,788.6,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130035,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,4.15,4.15,Residential,138.2,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130036,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,17.21,17.21,Residential,573.7,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
CCEGP121,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,,,3646.5,24310,Agriculture,150,sqft,,Solar Hot Water,4.0095,11-01-2009 00:00,,35A,,Agriculture
BIO20130037,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,14.39,14.39,Residential,479.8,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130038,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,15.92,15.92,Residential,530.6,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130039,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,14,14,Residential,466.5,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130040,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,6.2,6.2,Residential,206.7,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130041,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,8.37,8.37,Residential,278.9,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130042,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,16.43,16.43,Residential,547.6,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130043,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,20.27,20.27,Residential,675.5,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130044,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,5.28,5.28,Residential,176.1,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130045,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,12.81,12.81,Residential,426.9,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130046,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,14.94,14.94,Residential,498.1,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130047,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,3.97,3.97,Residential,132.4,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130048,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,10.72,10.72,Residential,357.2,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130049,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,14.06,14.06,Residential,468.6,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130050,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,2.79,2.79,Residential,92.9,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130051,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,30.49,30.49,Residential,1016.4,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130052,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,4.57,4.57,Residential,152.4,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130053,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,11.3,11.3,Residential,376.6,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130054,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,10.63,10.63,Residential,354.3,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130055,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,17.32,17.32,Residential,577.2,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130056,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,27.4,27.4,Residential,913.2,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130057,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,14.29,14.29,Residential,476.2,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130058,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,7.78,7.78,Residential,259.4,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130059,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,26.1,26.1,Residential,869.9,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130060,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,23.47,23.47,Residential,782.4,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130061,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,21.1,21.1,Residential,703.2,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130062,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,26.81,26.81,Residential,893.7,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130063,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,2.2,2.2,Residential,73.2,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130064,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,36,36,Residential,1200,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130065,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,3.25,3.25,Residential,108.2,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130066,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,15.38,15.38,Residential,512.6,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130067,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,3.59,3.59,Residential,119.7,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
BIO20130068,Bioheating Oil Tax Credit Program,http://energy.maryland.gov/Residential/bioheatGrant.html,Tax Credit,,,32.3,32.3,Residential,1076.8,gallons,,Bioheat,,01-01-2013 00:00,"Gallon ""capacity"" indicates fuel consumed",,,
CCEGP001,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,Bartlett Tree Experts,,9900,112896,Commercial,19.8,kW,,Solar PV,12.7413,08/15/2011 12:00:00 AM,,17,,Commercial
CCEGP002,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,Mother Seton School,,587.5,8289,Commercial,1.18,kW,,Solar PV,0.75933,02-04-2011 00:00,,4A,,Commercial
CCEGP003,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,Delco Packaging Products,,5550,52452,Commercial,11.1,kW,,Solar PV,7.14285,09/30/2011 12:00:00 AM,,37B,,Commercial
CCEGP004,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,Robert D. Behr,,706.32,45250,Commercial,11.77,kW,,Solar PV,7.575282,12-10-2013 00:00,,36,,Commercial
CCEGP005,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,Chesapeake College,,75000,488106,Commercial,50,kW,,Wind,0,10/15/2011 12:00:00 AM,,37B,,Commercial
CCEGP006,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,Northeast Apartments,,1600,12175,Commercial,80,sqft,,Solar Hot Water,2.1384,11-12-2013 00:00,,36,,Commercial
CCEGP007,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,"Louise's Dream, LLC",,13630,96384,Commercial,27.26,kW,,Solar PV,17.54181,04/17/2012 12:00:00 AM,,38B,,Commercial
CCEGP008,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,,,11875,94300,Agriculture,23.75,kW,,Solar PV,14.1075,03/13/2012 12:00:00 AM,,9A,,Agriculture
CCEGP009,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,Greenbelt Community Solar,,10800,113400,Commercial,21.6,kW,,Solar PV,13.8996,12/29/2011 12:00:00 AM,,22,,Commercial
CCEGP010,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,Preservation Green LLC 101 Mill St,,7875,59386,Commercial,15.75,kW,,Solar PV,10.135125,01-09-2013 00:00,,37B,,Commercial
CCEGP011,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,Town & Country Gardens South LLC,,2250,19183,Commercial,5,kW,,Solar PV,3.2175,07-06-2012 00:00,,37B,,Commercial
CCEGP012,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,Skyline Innovations Inc,,5000,58016,Commercial,640,sqft,,Solar Hot Water,17.1072,07-03-2012 00:00,,30,,Commercial
CCEGP013,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,Preservation Green LLC,,7500,56736,Commercial,15,kW,,Solar PV,9.6525,07-06-2012 00:00,,37B,,Commercial
CCEGP014,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,Sharrett Inc,,50000,450000,Commercial,100.82,kW,,Solar PV,64.87767,05-02-2011 00:00,,2B,,Commercial
CCEGP015,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,Dr. Jerrold Canakis,,3000,32125,Commercial,6,ton,,Geothermal,2.81259,06/25/2010 12:00:00 AM,,38B,,Commercial
CCEGP016,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,"Lansinger, Charles",,2350,30550,Commercial,4.7,kW,,Solar PV,3.02445,04/14/2011 12:00:00 AM,,36,,Commercial
CCEGP017,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,Difatta & Children LLC,,6750,68000,Commercial,13.5,kW,,Solar PV,8.68725,09-04-2012 00:00,,4B,,Commercial
CCEGP018,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,"Broadview Apartments, LLC",,35300,236483,Commercial,70.6,kW,,Solar PV,45.4311,04/17/2012 12:00:00 AM,,43,,Commercial
CCEGP019,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,Morningstar Corporation,,15210,147537,Commercial,30.42,kW,,Solar PV,19.57527,10-02-2012 00:00,,13,,Commercial
CCEGP020,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,Response One,,12690,124100,Commercial,25.38,kW,,Solar PV,16.33203,12/29/2011 12:00:00 AM,,7,,Commercial
CCEGP021,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,Columbia Telecommunications Corp.,,6240,69960,Commercial,12.48,kW,,Solar PV,8.03088,06-08-2012 00:00,,18,,Commercial
CCEGP022,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,New Market Mini Storage,,31950,279432,Commercial,63.9,kW,,Solar PV,41.11965,03/21/2012 12:00:00 AM,,4A,,Commercial
CCEGP023,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,Merritt Properties,,12037.5,122000,Commercial,24.08,kW,,Solar PV,15.4922625,11/14/2011 12:00:00 AM,,11,,Commercial
CCEGP024,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,,,13982.5,122742,Agriculture,27.97,kW,,Solar PV,16.61121,04/26/2012 12:00:00 AM,,4A,,Agriculture
CCEGP025,Commercial Renewable Grants,http://energy.maryland.gov/Business/cleanenergygrants/,Grant,Worthington Family Properties LLC,,330,18500,Commercial,5.5,kW,,Solar PV,3.53925,01/17/2014 12:00:00 AM,,11,,Commercial
